Token, Language, Named Entity, Eng-NGram Prob, Spn-NGram Prob, HMM Prob
ninguna,Spn,O,0.684639949881,26.7113898196,0.363577863578
queja,Spn,O,3.39634185224,22.8058106515,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
ahora,Spn,O,2.33580061763,30.5731064722,0.363577863578
con,Spn,O,19.5614094238,25.713392297,0.363577863578
4,Spn,O,-0.59729922177,3.07791197706,0.363577863578
chicos,Spn,O,15.0109834429,24.853348438,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
qué,Spn,O,3.44018863379,26.5446048985,0.363577863578
voy,Spn,O,6.06551017581,20.3550005155,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
hacer,Spn,O,7.24394256235,30.4388709675,0.0921492921493
?,Punct,O,N/A,N/A,N/A
Andate,Eng,O/PERS,26.1338087262,18.4284305129,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
hacer,Spn,O,7.24394256235,30.4388709675,0.0921492921493
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
queja,Spn,O,3.39634185224,22.8058106515,0.363577863578
",Punct,O,N/A,N/A,N/A
me,Eng,O,20.4125145712,19.8593917724,0.0921492921493
dijeron,Spn,O,-2.49446303652,25.8477365912,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
yo,Spn,O,15.858309507,17.8710449917,0.363577863578
digo,Spn,O,9.96084810626,23.3490618712,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
deberíamos,Spn,O,-7.79796499121,40.1829775343,0.363577863578
hacer,Spn,O,7.24394256235,30.4388709675,0.363577863578
aquí,Spn,O,3.09540895668,27.1928163986,0.363577863578
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
este,Spn,O,9.77410535722,29.456535573,0.363577863578
país,Spn,O,4.38358555808,19.1647384711,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
existe,Spn,O,14.3803681371,22.6288686683,0.363577863578
",Punct,O,N/A,N/A,N/A
es,Spn,O,8.7997690312,21.1734706094,0.363577863578
exactamente,Spn,O,13.1733891104,36.8752693364,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
hicieron,Spn,O,-3.03062062253,25.9911930478,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
judíos,Spn,O,3.68754692578,3.02943496161,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
Alemania,Spn,LOCATION/LUG,8.57888020219,12.1244987758,0.363577863578
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
",Punct,O,N/A,N/A,N/A
yo,Spn,O,15.858309507,17.8710449917,0.363577863578
sé,Spn,O,2.26898759315,15.3937661917,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
digo,Spn,O,9.96084810626,23.3490618712,0.363577863578
.,Punct,O,N/A,N/A,N/A
NO,Spn,O,20.5945773083,21.1611067622,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
alemanes,Spn,O,5.55331567821,11.5926197428,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
los,Spn,O,18.9596508891,24.811570061,0.0921492921493
judíos,Spn,O,3.68754692578,3.02943496161,0.363577863578
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
Feeling,Eng,O/ORG,36.0967722506,-6.02960707518,0.0921492921493
one,Eng,O,28.524552063,6.15173228162,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
those,Eng,O,40.369494182,0.145870152377,0.452123552124
mandrill-urges,Eng,O,-3.20684439281,-7.84064806556,0.452123552124
rising,Eng,O,24.0721117328,-0.782084453471,0.452123552124
into,Eng,O,32.5977334223,14.314378936,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
throat,Eng,O,29.4758588023,-4.21083867431,0.452123552124
",Punct,O,N/A,N/A,N/A
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
punto,Spn,O,10.0933336336,21.7999696193,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
gritar,Spn,O,9.9724664056,17.397761104,0.363577863578
",Punct,O,N/A,N/A,N/A
what,Eng,O/ORG,36.0557121426,2.8373569798,0.0921492921493
are,Eng,O/ORG,28.6406047292,11.3321113265,0.452123552124
you,Eng,O/ORG,33.1670346729,14.5196129331,0.452123552124
going,Eng,O/ORG,38.421165402,-0.304391685756,0.452123552124
to,Eng,O/ORG,25.8573893813,12.6868182002,0.452123552124
say,Eng,O/ORG,25.6711429817,8.88364216444,0.452123552124
",Punct,O,N/A,N/A,N/A
míster—yo,Spn,O,-21.1192595281,-0.940791018845,0.0921492921493
soy,Spn,O,15.5989178327,20.8653830663,0.363577863578
eso,Spn,O,6.64028478185,24.6880824812,0.363577863578
",Punct,O,N/A,N/A,N/A
soy,Spn,O,15.5989178327,20.8653830663,0.363577863578
judía,Eng,O,6.94564346381,2.19318693741,0.0921492921493
",Punct,O,N/A,N/A,N/A
can’t,Eng,O,11.6340221743,7.41818220817,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
see,Eng,O,27.0409700607,10.497417894,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
?,Punct,O,N/A,N/A,N/A
—,Eng,O,-6.51619307604,-6.51619307604,0.452123552124
it’s,Eng,O,7.75572249624,-3.17764049565,0.452123552124
all,Eng,O,28.4957045692,15.1279488924,0.452123552124
going,Eng,O,38.421165402,-0.304391685756,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
change,Eng,O,35.7488839364,14.4273646568,0.452123552124
no,Spn,O,20.5945773083,21.1611067622,0.0921492921493
entiendo,Spn,O,10.2743535323,37.5056088445,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
política,Spn,O,-0.232158748076,23.1363850703,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
este,Spn,O,9.77410535722,29.456535573,0.363577863578
país,Spn,O,4.38358555808,19.1647384711,0.363577863578
",Punct,O,N/A,N/A,N/A
juhto,Eng,O,0.827546265764,-3.51059553724,0.0921492921493
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
parecía,Spn,O,10.2926307775,30.6144682429,0.0921492921493
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
íbamos,Spn,O,-21.0149162969,6.89939078279,0.363577863578
todo,Spn,O,14.6767374657,27.115548815,0.363577863578
macanudo,Spn,O,0.517122021642,7.63741414217,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
ahora,Spn,O,2.33580061763,30.5731064722,0.363577863578
.,Punct,O,N/A,N/A,N/A
You’re,Eng,O,12.0957268901,0.496828076982,0.0921492921493
going,Eng,O,38.421165402,-0.304391685756,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
change,Eng,O,35.7488839364,14.4273646568,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
rules,Eng,O,18.4284832476,1.63557242182,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
.,Punct,O,N/A,N/A,N/A
Vas,Spn,O,6.60118768386,19.5310341821,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
articular,Eng,O,42.0441939601,20.8256589638,0.452123552124
una,Spn,O,12.1931730927,23.3922265286,0.0921492921493
atrocidad,Spn,O,0.930076670382,17.687466144,0.363577863578
and,Eng,O,34.6599707262,16.3582560041,0.0921492921493
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
won’t,Eng,O/ORG,10.5853564435,-6.38966022422,0.452123552124
have,Eng,O,37.423951585,9.35655377558,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
nerve,Eng,O,18.7739565486,10.0869627743,0.452123552124
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
am,Eng,O,17.925277674,9.73847561876,0.452123552124
alone,Eng,O,27.2307244436,10.1667891825,0.452123552124
.,Punct,O,N/A,N/A,N/A
Mujer,Spn,O,4.20450043489,25.8581305702,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Taxista,Spn,O,8.72777595754,8.5991542879,0.363577863578
hombre,Spn,O,7.01956310823,32.6721642045,0.363577863578
mayor,Spn,O,21.9897681717,21.281655377,0.363577863578
.,Punct,O,N/A,N/A,N/A
Loco,Spn,O,12.8802938661,20.7941218294,0.363577863578
.,Punct,O,N/A,N/A,N/A
Angry,Eng,O/PERS,22.2244298124,3.62658564225,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Furious,Eng,O/PERS,19.7929182858,5.13127068841,0.452123552124
at,Eng,O,21.6092487314,9.327932083,0.452123552124
his,Eng,O,23.6703204905,10.1156489941,0.452123552124
city,Eng,O,23.1781133184,9.71633420205,0.452123552124
",Punct,O,N/A,N/A,N/A
his,Eng,O,23.6703204905,10.1156489941,0.452123552124
country,Eng,O,42.1097679549,5.09647899152,0.452123552124
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
it’s,Eng,O,7.75572249624,-3.17764049565,0.0921492921493
like,Eng,O,35.806296869,6.02830705573,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
slo-mo,Eng,O,1.87534571795,-5.24695133603,0.452123552124
nightmare—y,Eng,O,15.6644984763,-15.6796174701,0.452123552124
sí,Spn,O,2.26898759315,18.3845795543,0.0921492921493
",Punct,O,N/A,N/A,N/A
dice,Spn,O,12.5435524993,24.8723693954,0.363577863578
.,Punct,O,N/A,N/A,N/A
Vihte,Spn,O/PERS,-2.53330814406,-0.793052640845,0.363577863578
?,Punct,O,N/A,N/A,N/A
Esos,Spn,O,3.38218824382,25.9607454542,0.363577863578
judíos,Spn,O,3.68754692578,3.02943496161,0.363577863578
tatuados,Spn,O,-1.59878977549,9.29853587727,0.363577863578
?,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.0921492921493
nod,Eng,O,10.6729650059,8.92124479356,0.452123552124
dumbly,Eng,O,9.14181675496,-5.06706557961,0.452123552124
",Punct,O,N/A,N/A,N/A
frozen,Eng,O,21.8242557151,-2.93733487362,0.452123552124
",Punct,O,N/A,N/A,N/A
pensando,Spn,O,10.1571367151,34.1107561173,0.0921492921493
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
poeta,Spn,O,7.3983949736,14.0828755711,0.363577863578
Laura,Spn,PERSON/PERS,14.4846634816,19.4759989579,0.363577863578
Klein,Eng,PERSON/PERS,-2.18418120488,-11.3400874764,0.0921492921493
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
historical,Eng,O,37.1756075635,13.320210075,0.452123552124
",Punct,O,N/A,N/A,N/A
fact-finding,Eng,O,19.0895972931,-17.520151343,0.452123552124
mission,Eng,O,32.7556397534,8.47133156864,0.452123552124
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
Polonia,Spn,O/LUG,11.6864146654,16.4625807546,0.363577863578
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
familia,Eng,O,30.0837383746,24.8197293738,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
Aunt,Eng,O/PERS,17.753380966,6.79402870535,0.0921492921493
Gertrude,Eng,O/PERS,1.96891671182,-2.3682958406,0.452123552124
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
campo,Spn,O,17.8867402358,22.1416915785,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
Austria,Eng,LOCATION/LUG,17.8623382361,4.55584951213,0.0921492921493
",Punct,O,N/A,N/A,N/A
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
Grandma,Eng,LOCATION/ORG,29.7147953073,11.3838931002,0.452123552124
Edna,Eng,LOCATION/ORG,1.27916795732,0.490353561407,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
Vitebsk,Spn,LOCATION/ORG,-5.43858330746,-0.798987376365,0.0921492921493
",Punct,O,N/A,N/A,N/A
in,Eng,O,24.4634706325,11.0915247383,0.0921492921493
daddy,Eng,O/ORG,22.0746950247,4.28433295631,0.452123552124
staring,Eng,O/ORG,31.6614538215,0.107359798805,0.452123552124
at,Eng,O/ORG,21.6092487314,9.327932083,0.452123552124
his,Eng,O/ORG,23.6703204905,10.1156489941,0.452123552124
alarmingly,Eng,O/ORG,18.4171847475,-0.122659509519,0.452123552124
large,Eng,O/ORG,27.1763462327,13.0226756833,0.452123552124
collection,Eng,O/ORG,49.6213924622,2.74922870354,0.452123552124
of,Eng,O/ORG,24.2129419658,8.38657685144,0.452123552124
Holocaust,Eng,O/ORG,5.77384250414,0.676896433381,0.452123552124
photos,Eng,O,12.6826913115,-3.32767476434,0.452123552124
",Punct,O,N/A,N/A,N/A
shaking,Eng,O,26.8368729658,-0.826716646522,0.452123552124
his,Eng,O,23.6703204905,10.1156489941,0.452123552124
head,Eng,O,27.0745125785,4.73496358323,0.452123552124
:,Punct,O,N/A,N/A,N/A
all,Eng,O,28.4957045692,15.1279488924,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
muertos,Spn,O,-0.820037764374,29.405996806,0.0921492921493
",Punct,O,N/A,N/A,N/A
mis,Spn,O,14.9875688655,21.2153620208,0.363577863578
relatives,Eng,O,39.2510759234,9.00900931374,0.0921492921493
.,Punct,O,N/A,N/A,N/A
—,Spn,O,-6.51619307604,-6.51619307604,0.0921492921493
Pues,Spn,O,7.19291153986,28.5061258437,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
esos,Spn,O,3.38218824382,25.9607454542,0.0921492921493
",Punct,O,N/A,N/A,N/A
los,Spn,O,18.9596508891,24.811570061,0.363577863578
otrosjudíos,Spn,O,-18.4739883782,3.37520377423,0.363577863578
",Punct,O,N/A,N/A,N/A
los,Spn,O,18.9596508891,24.811570061,0.363577863578
ortodoxos,Spn,O,-7.8609693689,-10.1316130624,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
entregaron,Spn,O,5.02250538901,34.2993484656,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
los,Spn,O,18.9596508891,24.811570061,0.0921492921493
nazis,Spn,O,2.39394129312,3.54858631517,0.363577863578
",Punct,O,N/A,N/A,N/A
los,Spn,O,18.9596508891,24.811570061,0.363577863578
señalaron,Spn,O,-7.75381747193,19.6090005306,0.363577863578
.,Punct,O,N/A,N/A,N/A
Porque,Spn,O,5.74615852667,37.3740621654,0.363577863578
tenían,Spn,O,7.4194798886,25.0103909559,0.363577863578
demasiado,Spn,O,-1.92054049348,33.3200786263,0.363577863578
dinero,Spn,O,10.7638847225,29.9864018072,0.363577863578
.,Punct,O,N/A,N/A,N/A
¿Vihte,Spn,O,-22.8066757662,-12.8274316012,0.363577863578
?,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
es,Spn,O,8.7997690312,21.1734706094,0.363577863578
como,Spn,O,14.7694248589,29.4864312728,0.363577863578
se,Spn,O,16.0263074399,20.0527388466,0.363577863578
cuenta,Spn,O,-1.47892492746,28.9896422742,0.363577863578
",Punct,O,N/A,N/A,N/A
como,Spn,O,14.7694248589,29.4864312728,0.363577863578
se,Spn,O,16.0263074399,20.0527388466,0.363577863578
cree,Spn,O,17.2562708456,22.4459066172,0.363577863578
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
yo,Spn,O,15.858309507,17.8710449917,0.363577863578
digo,Spn,O,9.96084810626,23.3490618712,0.363577863578
queesoes,Spn,O,-3.3334253241,3.53022894415,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
deberíamos,Spn,O,-7.79796499121,40.1829775343,0.363577863578
hacer,Spn,O,7.24394256235,30.4388709675,0.363577863578
aquí,Spn,O,3.09540895668,27.1928163986,0.363577863578
.,Punct,O,N/A,N/A,N/A
My,Eng,O,21.1466066421,8.00879906524,0.0921492921493
ears,Eng,O,21.1158476706,-1.45930893727,0.452123552124
are,Eng,O,28.6406047292,11.3321113265,0.452123552124
stinging,Eng,O,29.7766411589,-8.27915506897,0.452123552124
",Punct,O,N/A,N/A,N/A
buzzing,Eng,O,7.30399945801,-3.16604878999,0.452123552124
.,Punct,O,N/A,N/A,N/A
Mareada,Spn,O,2.76689616607,17.6337741576,0.0921492921493
",Punct,O,N/A,N/A,N/A
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
sink,Eng,O/ORG,19.1220472934,10.7726682731,0.452123552124
down,Eng,O/ORG,31.2436624079,5.80525023025,0.452123552124
into,Eng,O/ORG,32.5977334223,14.314378936,0.452123552124
that,Eng,O/ORG,43.4406015376,6.92541320021,0.452123552124
stinking,Eng,O/ORG,31.6274856221,-9.68650283929,0.452123552124
leatherette,Eng,O/ORG,32.2609443267,-8.60725741724,0.452123552124
seat,Eng,O/ORG,22.6387513543,12.8929064268,0.452123552124
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.0921492921493
le,Spn,O,12.7388324346,18.2318530127,0.363577863578
puedo,Spn,O,3.93481500183,30.2893233188,0.363577863578
responder,Eng,O,36.756754501,27.8042733182,0.0921492921493
tongue,Eng,O,18.5404151784,5.37427533088,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
wad,Eng,O,14.3697945678,-0.392260941596,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
cotton,Eng,O,19.2354666529,2.37861516896,0.452123552124
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
am,Eng,O,17.925277674,9.73847561876,0.452123552124
scared,Eng,O,27.6366461011,1.32005414956,0.452123552124
.,Punct,O,N/A,N/A,N/A
Temblando,Spn,O,6.8928142569,25.3102445641,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
rabia,Eng,O,12.707816044,9.5851642475,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
este,Spn,O,9.77410535722,29.456535573,0.363577863578
",Punct,O,N/A,N/A,N/A
ha,Spn,O,16.4502481388,17.1114825146,0.363577863578
pasado,Spn,O,7.95735960152,30.9384976644,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
comunihta,Spn,O,-1.52105783123,11.4772223945,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
wannabe,Eng,O,19.7709334776,-12.1925034124,0.452123552124
genocida,Spn,O,2.1095545765,10.2026458775,0.0921492921493
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
me,Spn,O,20.4125145712,19.8593917724,0.363577863578
gusta,Spn,O,8.05652630919,24.3745296864,0.363577863578
",Punct,O,N/A,N/A,N/A
usan,Spn,O,11.4512383693,14.3310970353,0.363577863578
esa,Spn,O,4.84852531262,22.7062396413,0.363577863578
palabra,Spn,O,3.5163667202,28.5581076588,0.363577863578
demasiado,Spn,O,-1.92054049348,33.3200786263,0.363577863578
aquí—genocide—continuamente,Spn,O,-39.8873287281,-6.14641124845,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
diarios,Spn,O,3.78029898472,21.3799907523,0.363577863578
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
tele,Eng,O,21.183234068,17.8960053438,0.0921492921493
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
esta,Spn,O,12.6138333823,30.5639219155,0.363577863578
ciudad,Spn,O,-3.92890645321,21.45686457,0.363577863578
pero,Spn,O,15.9013399098,30.2161581373,0.363577863578
in,Eng,O,24.4634706325,11.0915247383,0.0921492921493
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
case,Eng,O,25.7974505468,17.4535314082,0.452123552124
",Punct,O,N/A,N/A,N/A
coño,Spn,O,5.58676405601,14.1086285535,0.0921492921493
",Punct,O,N/A,N/A,N/A
it,Eng,O,25.1994714489,5.73644785319,0.0921492921493
works,Eng,O,33.8154371291,-6.43845038839,0.452123552124
",Punct,O,N/A,N/A,N/A
it,Eng,O,25.1994714489,5.73644785319,0.452123552124
works,Eng,O,33.8154371291,-6.43845038839,0.452123552124
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
él,Spn,O,-9.77428961406,12.200338611,0.363577863578
continúa—¿y,Spn,O,10.3783633562,14.7498705887,0.363577863578
voh,Spn,O,3.50056081835,5.18139447378,0.363577863578
qué,Spn,O,3.44018863379,26.5446048985,0.363577863578
creés,Spn,O,7.43573021385,9.32609549398,0.363577863578
?,Punct,O,N/A,N/A,N/A
La,Spn,O,15.0596736711,20.7584499854,0.363577863578
historia,Eng,O,30.2661725652,25.5765309482,0.0921492921493
argentina,Eng,O,20.6670105691,16.0510520662,0.452123552124
está,Spn,O,6.88373359932,32.0087606283,0.0921492921493
toda,Spn,O,21.1825215258,24.5553704781,0.363577863578
mal,Spn,O,14.5863652582,20.3096600448,0.363577863578
escrita,Spn,O,2.92151735119,28.2286609691,0.363577863578
",Punct,O,N/A,N/A,N/A
¿eh,Spn,O,-13.0323861521,-3.05314198715,0.363577863578
?,Punct,O,N/A,N/A,N/A
De,Spn,O,13.8613083221,21.6054699814,0.363577863578
todos,Spn,O,11.4186409277,30.3582428346,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
héroes,Spn,O,-8.67512238096,7.77481762507,0.363577863578
argentinos,Eng,O,13.7592552901,13.4926601093,0.0921492921493
",Punct,O,N/A,N/A,N/A
te,Spn,O,13.3726816461,18.7582370665,0.0921492921493
voy,Spn,O,6.06551017581,20.3550005155,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
contar,Spn,O,23.4248711874,30.5904294797,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Sarmiento,Spn,PERSON/PERS,-3.44644142073,19.3987478172,0.363577863578
",Punct,O,N/A,N/A,N/A
por,Spn,O,12.6300763828,25.6311872845,0.363577863578
ejemplo,Spn,O,-7.84869210075,19.1102352277,0.363577863578
",Punct,O,N/A,N/A,N/A
¿fue,Spn,O,-16.2904826901,-6.31123852517,0.363577863578
argentino,Spn,O,15.1455496512,13.6257375136,0.363577863578
o,Spn,O,9.84121486482,9.93666592365,0.363577863578
chileno,Spn,O,13.1597167625,16.9219282585,0.363577863578
?,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
yo,Spn,O,15.858309507,17.8710449917,0.363577863578
",Punct,O,N/A,N/A,N/A
by,Eng,O,18.2463872813,4.41145465096,0.0921492921493
now,Eng,O,26.3155325156,10.0198570822,0.452123552124
ready,Eng,O,33.8261554453,6.48777787011,0.452123552124
",Punct,O,N/A,N/A,N/A
grimly,Eng,O,4.86198577654,-0.50830936339,0.452123552124
ready,Eng,O,33.8261554453,6.48777787011,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
play,Eng,O,27.6070294752,14.9067506937,0.452123552124
along,Eng,O,30.7433106457,8.52918039306,0.452123552124
porque,Spn,O,5.74615852667,37.3740621654,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
repente,Spn,O,14.9739681199,23.4639814441,0.363577863578
entiendo,Spn,O,10.2743535323,37.5056088445,0.363577863578
su,Spn,O,11.553321645,18.2146153575,0.363577863578
sick,Eng,O,21.0719644888,6.24006877996,0.0921492921493
game,Eng,O,22.4048430615,5.30279439415,0.452123552124
",Punct,O,N/A,N/A,N/A
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
nada,Spn,O,8.16326178925,25.2023660357,0.363577863578
más,Spn,O,-1.57068030001,21.9799693826,0.363577863578
quiero,Spn,O,6.77557829292,38.3657819822,0.363577863578
",Punct,O,N/A,N/A,N/A
necesito,Spn,O,9.72742999846,31.0234867037,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
este,Spn,O,9.77410535722,29.456535573,0.363577863578
ride,Eng,O,22.3531967416,4.95395006502,0.0921492921493
be,Eng,O,22.1673128834,7.9015135489,0.452123552124
over,Eng,O,28.7262827802,1.92042472147,0.452123552124
",Punct,O,N/A,N/A,N/A
over,Eng,O,28.7262827802,1.92042472147,0.452123552124
",Punct,O,N/A,N/A,N/A
le,Spn,O,12.7388324346,18.2318530127,0.0921492921493
respondo,Eng,O,24.9587114028,25.0638547511,0.0921492921493
",Punct,O,N/A,N/A,N/A
confidently,Eng,O,37.7016041385,17.2137840023,0.452123552124
",Punct,O,N/A,N/A,N/A
—,Eng,O,-6.51619307604,-6.51619307604,0.452123552124
chileno(ah,Eng,O,2.28681485978,3.07010120048,0.452123552124
",Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
cringe,Eng,O,15.7188669583,5.17560597194,0.452123552124
pa,Spn,O,12.6915381034,16.863086236,0.0921492921493
mis,Spn,O,14.9875688655,21.2153620208,0.363577863578
adentros,Spn,O,-0.806545176281,24.0780833784,0.363577863578
:,Punct,O,N/A,N/A,N/A
my,Eng,O,21.1466066421,8.00879906524,0.0921492921493
students,Eng,O,41.0846125603,-9.10583364215,0.452123552124
would,Eng,O,40.2299581501,-6.2561288316,0.452123552124
kill,Eng,O,23.0391181687,-0.934825135607,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
!,Punct,O,N/A,N/A,N/A
),Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
—,Spn,O,-6.51619307604,-6.51619307604,0.0921492921493
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
claaaro,Eng,O,0.780112836991,-1.01936937535,0.0921492921493
",Punct,O,N/A,N/A,N/A
he,Eng,O,21.57953884,14.9899594222,0.452123552124
crows,Eng,O,15.5378217259,2.72387772085,0.452123552124
triumphantly,Eng,O,7.04519002255,-12.5935834775,0.452123552124
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
esas,Spn,O,1.5904287746,24.2795427978,0.363577863578
maestritas,Spn,O,-3.21437373463,22.9795047461,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
importó,Spn,O,21.5570949333,22.564057898,0.363577863578
Sarmiento,Spn,PERSON/PERS,-3.44644142073,19.3987478172,0.363577863578
",Punct,O,N/A,N/A,N/A
pues,Spn,O,7.19291153986,28.5061258437,0.363577863578
digamos,Spn,O,1.97831796142,28.5820658355,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
